# 这是王文倩同学提供的自定义的椭球参数投影文件
#数据文件中的 # : , 均应为英文字符
#可以忽略0个空格的行
#可以忽略有多个空格的行
#CS 指定坐标系 BJ54 XA80 CGCS2000 WGS84 CS00 
#CS: BJ54
#CS: XA80
#CS: CGCS2000
#CS: WGS84
CS: CS00, 6379344.2960, 298.3  
# 此处利用系统默认角度数据格式为D.MMSS, 而且后设置角度格式，而将此处定义为106度25分
L0: 106.25
YKM: 500
N: 35

#FORMAT: BL or XY or BLXY or XYBL
FORMAT: BL

# 角度的单位， 默认为 D.MMSS
# ANGLE : DEGREE D.MMSSS RADIAN 
ANGLE: DEGREE

#点名, B, L
GPSⅠ390,	25.46934679,	105.2807455
GPSⅠ391,	25.47236557,	105.276568
GPSⅠ392,	25.47016419,	105.2714457
GPSⅠ393,	25.46685411,	105.2669092
GPSⅠ394,	25.46224241,	105.2503083
GPSⅠ395,	25.46367942,	105.2460014
GPSⅠ396,	25.46166465,	105.2399066
GPSⅠ397,	25.46112151,	105.2351917
GPSⅠ398,	25.46121203,	105.2279299
GPSⅠ399,	25.45814221,	105.2236272
GPSⅠ400,	25.45095384,	105.2087523
GPSⅠ401,	25.44920105,	105.2029015
GPSⅠ402,	25.44991419,	105.1988223
GPSⅠ403,	25.45070427,	105.1941032
GPSⅠ404,	25.45143965,	105.1885123
GPSⅠ405,	25.45332339,	105.1780536
GPSⅠ406,	25.45006609,	105.1731275
GPSⅠ407,	25.45048225,	105.1674338
GPSⅠ408,	25.45060186,	105.1616122
GPSⅠ409,	25.45167898,	105.1549344
GPSⅠ410,	25.44890929,	105.1508869
GPSⅠ411,	25.54162525,	105.8558643
