#数据文件中的 # : , 均应为英文字符
#可以忽略0个空格的行
#可以忽略有多个空格的行
#CS 指定坐标系 BJ54 XA80 CGCS2000 WGS84 CS00
#CS: BJ54
#CS: XA80
#CS: WGS84
#CS: CGCS2000
#CS: CS00, 6378137, 298.257222101
CS: CS00, 6379344.296, 298.3
#角度数据格式为D.MMSS
L0: 106.25
YKM: 0
N: 0
#角度的单位，默认为 D.MMSS
#ANGLE : DEGREE D.MMSSS RADIAN
ANGLE: D.MMSSS
#FORMAT: BL or XY or BLXY or XYBL
FORMAT: BL
#点名, B, L, X, Y, 子午线收敛角(γ),长度比(m)
GPSⅠ334, 25.4416647036, 105.5920022, 2848415.06506586, -42930.4608185312, -0°11′08.75484″, 1.00002273894021
GPSⅠ335, 25.4410849704, 105.593031476, 2848235.69768786, -42644.0975943917, -0°11′04.24621″, 1.00002243660197
GPSⅠ336, 25.440568824, 105.595024256, 2848075.05203884, -42089.0551476177, -0°10′55.55853″, 1.00002185635083
GPSⅠ337, 25.3417697288, 105.52146892, 2830023.32124071, -54863.8522779913, -0°14′08.32486″, 1.00003713863178
GPSⅠ338, 25.3357643704, 105.52127002, 2829406.31346025, -54921.9193957949, -0°14′09.01091″, 1.00003721732561
GPSⅠ339, 25.3339434292, 105.520603948, 2828846.60661074, -55110.1876308005, -0°14′11.72836″, 1.0000374729554
GPSⅠ340, 25.3253236932, 105.514816908, 2827426.75320295, -55615.0370445726, -0°14′19.03703″, 1.00003816275249
GPSⅠ341, 25.324503912, 105.512932524, 2827176.63199851, -56142.25780523, -0°14′27.09233″, 1.00003888975502
GPSⅠ342, 25.5035655504, 106.13085098, 2860026.02233924, -19816.8419970904, -0°05′10.14698″, 1.00000484505153
GPSⅠ343, 25.502296662, 106.130572232, 2859635.57887447, -19895.0702411008, -0°05′11.32254″, 1.00000488338252
GPSⅠ344, 25.5006713304, 106.13136056, 2859134.97691465, -19676.2401435799, -0°05′07.83644″, 1.00000477655048
GPSⅠ345, 25.4999625192, 106.125768784, 2858917.4761085, -20119.9549279046, -0°05′14.75088″, 1.0000049944115
GPSⅠ346, 25.490359382, 106.11505086, 2857195.83620806, -21994.10911335, -0°05′43.83172″, 1.00000596821381
GPSⅠ347, 25.4857822732, 106.112514516, 2857019.40084261, -22701.0063977121, -0°05′54.85733″, 1.0000063580216
GPSⅠ348, 25.484017654, 106.110931524, 2856477.02324208, -23142.9654356012, -0°06′01.68712″, 1.00000660800249
GPSⅠ349, 25.2620200092, 105.084602408, 2815822.89305313, -127833.427733006, -0°32′45.01397″, 1.00020163408825
GPSⅠ350, 25.2634474524, 105.090279216, 2816257.84170223, -127360.573931758, -0°32′38.09315″, 1.00020014497341
GPSⅠ351, 25.2755144044, 105.263488604, 2818493.99251636, -97937.4351977563, -0°25′07.19537″, 1.00011834903888
GPSⅠ352, 25.2804474776, 105.261327992, 2818785.62602394, -98539.0637382404, -0°25′16.63151″, 1.00011980750978
GPSⅠ353, 25.2815348504, 105.260047256, 2819122.96558969, -98894.4625851504, -0°25′22.30856″, 1.00012067323324
GPSⅠ354, 25.2820289396, 105.254678356, 2819277.87942265, -99275.8306265319, -0°25′28.27384″, 1.00012160572304
GPSⅠ355, 25.2825765572, 105.25300216, 2819449.91994484, -99742.9296275426, -0°25′35.57009″, 1.00012275272856
GPSⅠ356, 25.2826953248, 105.251456428, 2819489.70015229, -100174.551526999, -0°25′42.23856″, 1.00012381742707
GPSⅠ357, 25.2831581084, 105.245729184, 2819635.76703212, -100656.092140925, -0°25′49.74234″, 1.00012501066716
GPSⅠ358, 25.2835848776, 105.244137804, 2819770.47942106, -101099.745415934, -0°25′56.65659″, 1.00012611508836
GPSⅠ359, 25.2834110372, 105.234442172, 2819729.07413358, -102691.549574672, -0°26′21.13432″, 1.00013011778221
GPSⅠ360, 25.2833965184, 105.233375276, 2819726.89352942, -102989.682856552, -0°26′25.72228″, 1.00013087440935
GPSⅠ361, 25.2823728152, 105.231599468, 2819415.60897289, -103488.291866141, -0°26′33.19671″, 1.00013214478911
GPSⅠ362, 25.2839409104, 105.225931372, 2819901.89655181, -103950.637210985, -0°26′40.62832″, 1.00013332808896
GPSⅠ363, 25.2843592808, 105.223125712, 2820036.78273736, -104733.545995065, -0°26′52.76902″, 1.0001353439992
GPSⅠ364, 25.2843990032, 105.220907896, 2820053.86936897, -105353.113828104, -0°27′02.31873″, 1.00013695006525
GPSⅠ365, 25.2855712064, 105.220199668, 2820416.24743049, -105548.151206561, -0°27′05.56005″, 1.00013745752827
GPSⅠ366, 25.2913998588, 105.214450356, 2820982.99334097, -106032.443888031, -0°27′13.39198″, 1.00013872173054
GPSⅠ367, 25.2928681044, 105.20571416, 2821445.48567665, -107352.03829006, -0°27′34.02502″, 1.00014219602686
GPSⅠ368, 25.2929148972, 105.204331544, 2821462.99233142, -107738.191073078, -0°27′39.98505″, 1.00014322086467
GPSⅠ369, 25.2931249572, 105.201448736, 2821534.15814599, -108543.052146104, -0°27′52.43131″, 1.00014536876236
GPSⅠ370, 25.2926615724, 105.200723984, 2821393.16410909, -108746.687871174, -0°27′55.47251″, 1.00014591476835
GPSⅠ371, 25.2908915748, 105.19507576, 2820852.07838441, -109211.608512408, -0°28′02.26516″, 1.00014716524386
GPSⅠ372, 25.2912659712, 105.19285366, 2820972.40173403, -109831.493726258, -0°28′11.89386″, 1.00014884061662
GPSⅠ373, 25.29125223, 105.190622884, 2820973.29880881, -110454.778566977, -0°28′21.49351″, 1.00015053476832
GPSⅠ384, 25.285337282, 105.181865304, 2820394.87466912, -111788.908634555, -0°28′41.63648″, 1.00015419344218
GPSⅠ385, 25.2846267968, 105.180307296, 2820179.8151239, -112226.049447837, -0°28′48.21652″, 1.00015540180556
GPSⅠ386, 25.2837905168, 105.174787736, 2819925.95711279, -112652.787644048, -0°28′54.60797″, 1.0001565859749
GPSⅠ387, 25.2831924812, 105.173194232, 2819745.62257745, -113099.584407981, -0°29′01.35867″, 1.00015783060067
GPSⅠ388, 25.2825108788, 105.17189204, 2819538.88950116, -113465.213474898, -0°29′06.84037″, 1.00015885280206
GPSⅠ389, 25.28077115, 105.171350744, 2819004.65057836, -113621.003237432, -0°29′08.85954″, 1.00015928946781
GPSⅠ390, 25.2809648444, 105.16506838, 2819069.69608475, -114258.258203247, -0°29′18.71201″, 1.00016108129084
GPSⅠ391, 25.2820516052, 105.16356448, 2819407.8117276, -114675.630111126, -0°29′25.37656″, 1.00016226020337
GPSⅠ392, 25.2812591084, 105.161720452, 2819168.2857638, -115192.991963304, -0°29′33.16687″, 1.00016372769107
GPSⅠ393, 25.2800674796, 105.160087312, 2818805.40974218, -115652.503992292, -0°29′39.97648″, 1.00016503666976
GPSⅠ394, 25.2744072676, 105.150110988, 2818308.87790844, -117326.98433492, -0°30′05.37756″, 1.00016985052051
GPSⅠ395, 25.2749245912, 105.144560504, 2818471.92045019, -117758.865641087, -0°30′12.14108″, 1.00017110325273
GPSⅠ396, 25.274199274, 105.142366376, 2818254.05319782, -118373.976441552, -0°30′21.44326″, 1.00017289554156
GPSⅠ397, 25.2740037436, 105.140669012, 2818198.06181813, -118848.839213118, -0°30′28.7065″, 1.0001742855366
GPSⅠ398, 25.2740363308, 105.134054764, 2818214.58994906, -119579.306789691, -0°30′39.95521″, 1.0001764345616
GPSⅠ399, 25.2729311956, 105.132505792, 2817878.27293901, -120015.215969377, -0°30′46.40884″, 1.00017772337517
GPSⅠ400, 25.2703433824, 105.123150828, 2817095.16378983, -121518.932971792, -0°31′08.94297″, 1.00018220517182
GPSⅠ401, 25.265712378, 105.12104454, 2816906.27263728, -122109.361036997, -0°31′17.87714″, 1.00018398015602
GPSⅠ402, 25.2699691084, 105.115576028, 2816989.0433168, -122519.061224052, -0°31′24.23913″, 1.00018521681642
GPSⅠ403, 25.2702535372, 105.113877152, 2817080.94324723, -122993.060597243, -0°31′31.59712″, 1.00018665273077
GPSⅠ404, 25.270518274, 105.111864428, 2817167.60635086, -123554.823454964, -0°31′40.30101″, 1.00018836169901
GPSⅠ405, 25.2711964204, 105.104099296, 2817386.09310752, -124605.153865109, -0°31′56.62011″, 1.00019157784085
GPSⅠ406, 25.2700237924, 105.1023259, 2817029.74257983, -125104.138886522, -0°32′04.01488″, 1.00019311543247
GPSⅠ407, 25.27017361, 105.100276168, 2817081.2163423, -125676.56922494, -0°32′12.85603″, 1.00019488676533
GPSⅠ408, 25.2702166696, 105.094180392, 2817099.9729135, -126262.174193154, -0°32′21.87431″, 1.0001967072454
GPSⅠ409, 25.2706044328, 105.091776384, 2817225.67930779, -126932.919536965, -0°32′32.28636″, 1.00019880276821
GPSⅠ410, 25.2656073444, 105.090319284, 2816922.60890295, -127343.062903034, -0°32′38.35185″, 1.00020008972101
GPSⅠ411, 25.32298509, 105.512111148, 2826710.11545445, -56373.5809240118, -0°14′30.50052″, 1.00003921092251
